content,cleansing
"Kenapa ada penagihan yg ga sopan lagi? Kamaren tgl 18 februari 24 sy jatuh tempo, dan saya sdh melakukan pembayaran jam 18.00 pas pulang kerja, tapi malamnya di telpun lagi oleh DC nya, di minta suruh membayar, dan saya sdh menjelaskan kalau saya audah melakukan pembayaran, tapi jawaban DC nya "" pokoknya saya tidak mau tahu dan telpun langsung di putus dari pihak DC nya, ga sopan banget. Memang sebelum melakukan penagihan ga ngecek di sistem/aplikasi..? Trima kasih",Kenapa ada penagihan yg ga sopan lagi  Kamaren tgl februari sy jatuh tempo  dan saya sdh melakukan pembayaran jam pas pulang kerja  tapi malamnya di telpun lagi oleh DC nya  di minta suruh membayar  dan saya sdh menjelaskan kalau saya audah melakukan pembayaran  tapi jawaban DC nya pokoknya saya tidak mau tahu dan telpun langsung di putus dari pihak DC nya  ga sopan banget  Memang sebelum melakukan penagihan ga ngecek di sistem aplikasi Trima kasih
"Aplikasi ini awalnya bagus,makin kesini buat aturan sendiri gajelas,pembayaran telat kena denda,udh lunas malah bikin tagihan sendiri 1 bulan? Kalian yakin msh mau pake aplikasi rentenir begini? Dan yg hrs kalian tau jatih tempo makin hari makin maju yg dari jatuh tempo 29 jadi tanggal 26!!",Aplikasi ini awalnya bagus makin kesini buat aturan sendiri gajelas pembayaran telat kena denda udh lunas malah bikin tagihan sendiri bulan  Kalian yakin msh mau pake aplikasi rentenir begini  Dan yg hrs kalian tau jatih tempo makin hari makin maju yg dari jatuh tempo jadi tanggal
"Aplikasinya bagus.. mudah digunakan.. Tpi sayang, beberapa kali pengajuan terakhir ditolak terus.. pdhal pembayaran gk pernah telat.. limit juga gk naek2.. klo sdh lunas paylater 3 bulan lgi, Apk ini akan saya uninstall.. karena sudah gak kasih manfaat.. dan saya akan info ke temen2 saya juga tentang keluhan saya ini.. Terima kasih atas kebaikannya selama ini Kredivo.",Aplikasinya bagus mudah digunakan Tpi sayang  beberapa kali pengajuan terakhir ditolak terus pdhal pembayaran gk pernah telat limit juga gk naek klo sdh lunas paylater bulan lgi  Apk ini akan saya uninstall karena sudah gak kasih manfaat dan saya akan info ke temen  saya juga tentang keluhan saya ini Terima kasih atas kebaikannya selama ini Kredivo
nunggu tiga bulan masih kaga bisa juga...kaga jelas nih apk alesannya apa kalao tidak di acc tolong jangan kasih harapan sampai 3 bulan....kurang puas...tidak sesuai dengan ekspentasinya....,nunggu tiga bulan masih kaga bisa juga kaga jelas nih apk alesannya apa kalao tidak di acc tolong jangan kasih harapan sampai bulan kurang puas tidak sesuai dengan ekspentasinya
Sangat sangat membatu,Sangat sangat membatu
"Keluhan kemarin limit g bisa dipakai alasan isu keamanan sudah teratasi bisa pake 500rb isi dompet digital lah sekarang mau ngajukan belanja di shopee malah akun di tangguhkan padahal tidak ada tagihan yang lewat jatuh tempo..saya g pernah bayar telat loh Malah diblokir permanen,setiap transaksi selalu alasan isu keamanan,hp/aplikasi saya yg buka sendiri terus bukan dimainkan org lain..rating tinggi sih tp sepertinya kredivo bangkrut y jadi ngurangin nasabah dengan cara TIDAK ADIL",Keluhan kemarin limit bisa dipakai alasan isu keamanan sudah teratasi bisa pake  rb isi dompet digital lah sekarang mau ngajukan belanja di shopee malah akun di tangguhkan padahal tidak ada tagihan yang lewat jatuh tempo  saya pernah bayar telat loh Malah diblokir permanen setiap transaksi selalu alasan isu keamanan hp aplikasi saya yg buka sendiri terus bukan dimainkan org lain  rating tinggi sih tp sepertinya kredivo bangkrut jadi ngurangin nasabah dengan cara TIDAK ADIL
Kenapa ya sudah 2 minggu aplikasi setiap kali di buka selalu keluar sendiri ada tulisan (API HOOK) aplikasi di tutup karena kondisi yang mengancam keamanan.. sangat2 mengganggu..padahal selama ini lancar2 aja..sdh tlp cs kredivo dan update aplikasi jg tetap masih sm saja..,Kenapa ya sudah minggu aplikasi setiap kali di buka selalu keluar sendiri ada tulisan  API HOOK  aplikasi di tutup karena kondisi yang mengancam keamanan sangat  mengganggu  padahal selama ini lancar  aja  sdh tlp cs kredivo dan update aplikasi jg tetap masih sm saja
"saya sudah melakukan pembayaran, tapi tagihan tetap ada, sudah komplain puluhan kali, tetap enggak ada solusi, jadi saya ga pake lagi aja, rugi dong, gak beli barang, tapi suruh bayar",saya sudah melakukan pembayaran  tapi tagihan tetap ada  sudah komplain puluhan kali  tetap enggak ada solusi  jadi saya ga pake lagi aja  rugi dong  gak beli barang  tapi suruh bayar
memuaskan,memuaskan
Unik admin kredivo.. Knp sy mau menggunakan limit nga bisa dengan alasan kemamanan? Layar tepat waktu kok nga bisa dipake limitnya??? Sy udh hub dr mulai live chat dan CS jawabanya sama smua nga jelas. Tolong lah dibantu bisa bisa dipakai lg limitnya,Unik admin kredivo Knp sy mau menggunakan limit nga bisa dengan alasan kemamanan  Layar tepat waktu kok nga bisa dipake limitnya Sy udh hub dr mulai live chat dan CS jawabanya sama smua nga jelas  Tolong lah dibantu bisa bisa dipakai lg limitnya
"kredivo sangat membantu dalam penyelesaian transaksi elektronik disaat urgent tanpa kita kesana kemari, contoh saat kita ke habisan pulsa paket, kita dpat beli langsung di kredivo dengan harga murah, terimakasih kredivo semoga terus menjadi aplikasi yg bermanfaat, tanpa merugikan orang lain... sukses kredivo",kredivo sangat membantu dalam penyelesaian transaksi elektronik disaat urgent tanpa kita kesana kemari  contoh saat kita ke habisan pulsa paket  kita dpat beli langsung di kredivo dengan harga murah  terimakasih kredivo semoga terus menjadi aplikasi yg bermanfaat  tanpa merugikan orang lain sukses kredivo
Parah enggak bisa ambil lagi padahal udah lunas,Parah enggak bisa ambil lagi padahal udah lunas
Baik,Baik
Kredivo sekarang makin berkurang yaa kualitasnya . Pinjaman tunai disuruh nunggu waktu hitungan mundur .. hitungan mundur selesai sama aja tidak bisa digunakan .. dompet digital juga sama aja. Tidak bisa digunakan dengan alasan keamanan ..,Kredivo sekarang makin berkurang yaa kualitasnya Pinjaman tunai disuruh nunggu waktu hitungan mundur hitungan mundur selesai sama aja tidak bisa digunakan dompet digital juga sama aja  Tidak bisa digunakan dengan alasan keamanan
"makin kemari makin kocak aja ini app,tagihan di bayar tapi di aplikasi belum di bayar katanya,di hubungi cs nga ada solusi,di email malah sama aja. uda besar app nya,perbaikin kinerjanya sebelum banyak yang kecewa.",makin kemari makin kocak aja ini app tagihan di bayar tapi di aplikasi belum di bayar katanya di hubungi cs nga ada solusi di email malah sama aja  uda besar app nya perbaikin kinerjanya sebelum banyak yang kecewa
Kredivo tetap terdepan....,Kredivo tetap terdepan
Percuma ada limit masih utuh tapi tidak bisa di gunakan...padahal pembayaran lancar tapi tidak bisa di gunakan untuk transaksi di shope maupun kredivo nya..mohon untuk dibantu cek kembali lagi agar bisa digunakan,Percuma ada limit masih utuh tapi tidak bisa di gunakan padahal pembayaran lancar tapi tidak bisa di gunakan untuk transaksi di shope maupun kredivo nya  mohon untuk dibantu cek kembali lagi agar bisa digunakan
terimakasih walaupun proses nya lama naik limit nya tapi saya senang . . Mantap kredivo yg penting selalu amanah bayar insyaallah limit naik terus..,terimakasih walaupun proses nya lama naik limit nya tapi saya senang Mantap kredivo yg penting selalu amanah bayar insyaallah limit naik terus
"Alhmdllh kredivo sgt membantu ,sy pendaftar baru .limit nya sesuai yg sy harapkan lumbyan lah untuk pemula cukup besar,mudh2 dtmbh lg lebih besar lagi..",Alhmdllh kredivo sgt membantu  sy pendaftar baru  limit nya sesuai yg sy harapkan lumbyan lah untuk pemula cukup besar mudh  dtmbh lg lebih besar lagi
Sangat membantu,Sangat membantu
"Sejauh ini lancar dan tdk ada kendala apapun saat transaksi, setelah pelunasan, limit langsung kembali spt semula dan bisa dipakai kapanpun, harapan kedepannya tetap lancar seperti ini, dan limit bisa bertambah otomatis, terima kasih sdh membantu.... Sdh berhasil upgrade akun premium, sukses selalu kredivo, recomended..👍",Sejauh ini lancar dan tdk ada kendala apapun saat transaksi  setelah pelunasan  limit langsung kembali spt semula dan bisa dipakai kapanpun  harapan kedepannya tetap lancar seperti ini  dan limit bisa bertambah otomatis  terima kasih sdh membantu Sdh berhasil upgrade akun premium  sukses selalu kredivo  recomended  
baik,baik
"Cuma baru bulan kemarin saya bayar telat dan cuma telat beberapa hari saja dari jatuh tempo, limit belanja tidak bisa di pakai (di bekukan), padahal kan kita telat bayar juga ada denda nya",Cuma baru bulan kemarin saya bayar telat dan cuma telat beberapa hari saja dari jatuh tempo  limit belanja tidak bisa di pakai  di bekukan padahal kan kita telat bayar juga ada denda nya
👍,
Untuk pertama ok tapi setelah dana di bayar dan meminjam lagi tidak bisa meminjam atau pun yang lainnya hanya bisa membayar belanja online itupun yang murah murah saja tidak bisa membayar yang mahal,Untuk pertama ok tapi setelah dana di bayar dan meminjam lagi tidak bisa meminjam atau pun yang lainnya hanya bisa membayar belanja online itupun yang murah murah saja tidak bisa membayar yang mahal
"Jangan pernah ada yang download aplikasi ini lagi kalau tidak tau plus minus,yang saya lagi alami saat ini kendala di aplikasi ini castamer servis ya tidak komitmen setiap ada kendala itu masa ya 10 hari kerja dan heran ya saya harus nunggu pengecekan terus setiap di tanyakan jawab sama,ga tau sampai kapan dan sekarang sudah 13 hari dari masa saya melaporkan ke kantor kredivo.",Jangan pernah ada yang download aplikasi ini lagi kalau tidak tau plus minus yang saya lagi alami saat ini kendala di aplikasi ini castamer servis ya tidak komitmen setiap ada kendala itu masa ya hari kerja dan heran ya saya harus nunggu pengecekan terus setiap di tanyakan jawab sama ga tau sampai kapan dan sekarang sudah hari dari masa saya melaporkan ke kantor kredivo
"Anti ribet,, proses cepat,, terus pertahankan",Anti ribet proses cepat terus pertahankan
Aku daftar di suruh nunggu 3 bulan kan ini🤣🤣🤣,Aku daftar di suruh nunggu bulan kan ini
Sangat membantu dan memudahkan dalam segala kenutuhan.....tp begitu sulit menaikan limit....sudah 3th memakai kredivo tp limit hanya di maksimal di bawah 4jt....padahal tidak pernah terlambat dlm pembayaran,Sangat membantu dan memudahkan dalam segala kenutuhan tp begitu sulit menaikan limit sudah  th memakai kredivo tp limit hanya di maksimal di bawah  jt padahal tidak pernah terlambat dlm pembayaran
Krecivo lagi gangguan kah? Aku mau beli token gak bisa. Daftar transaksiku 0. Katanya gangguan masalah jaringan server data. Sudah coba pakai wifi dan oket data tetap gk bisa. Mohon bantuannya,Krecivo lagi gangguan kah  Aku mau beli token gak bisa  Daftar transaksiku Katanya gangguan masalah jaringan server data  Sudah coba pakai wifi dan oket data tetap gk bisa  Mohon bantuannya
"Ini kenapa kredivo sy gk bs d bukak ya,,kok sllu dlm investigasi klo d bukak,,pdhl sy punya utang sudah lunas gak.pernah telat bayarnya",Ini kenapa kredivo sy gk bs bukak ya  kok sllu dlm investigasi klo bukak  pdhl sy punya utang sudah lunas gak pernah telat bayarnya
Aya sangat puwasa,Aya sangat puwasa
"mudah dan cepat, hanya ide dan saran saja jika mau mengingatkan hari terakhir pembayaran mohon hanya 3x sehari saja, jangan TLP bertubi-tubi selayaknya terlewatnya waktu membayar. Pasti akan menyenangkan semua pelanggan",mudah dan cepat  hanya ide dan saran saja jika mau mengingatkan hari terakhir pembayaran mohon hanya sehari saja  jangan TLP bertubi tubi selayaknya terlewatnya waktu membayar  Pasti akan menyenangkan semua pelanggan
terima kasih kredivo... aplikasi tepat serta sangat membantu dengan waktu pembayaran yang sangat lama sesuai pilihan kita dengan bunga yang rendah...,terima kasih kredivo aplikasi tepat serta sangat membantu dengan waktu pembayaran yang sangat lama sesuai pilihan kita dengan bunga yang rendah
"Padahal bagus aplikasi nya dipake bayar apapun satset, tp yg paling ngeselin pas hari H jatuh tempo di telponin mulu dari berbagai nomor di reject langsung di telpon lagi, gak nyaman banget sumpah, padahal belum telat loh masih hari H, kalo app s***** mah tagihanku berjuta2 juga pas hari H gak ada tuh nelpon2 !!!!",Padahal bagus aplikasi nya dipake bayar apapun satset  tp yg paling ngeselin pas hari jatuh tempo di telponin mulu dari berbagai nomor di reject langsung di telpon lagi  gak nyaman banget sumpah  padahal belum telat loh masih hari kalo app  * mah tagihanku berjuta  juga pas hari gak ada tuh nelpon
"Aplikasi hebat,bisa membantu,dan mudah digunakan,bravo kredivo. matap kredivo,👍,lanjutkan,bisa ada pilihan tenor,dari mulai tenor,3bln,6bln,12bln..hingga 24bln,dan limit nya juga cukup lumayan,bravo KREDIVO 👍",Aplikasi hebat bisa membantu dan mudah digunakan bravo kredivo  matap kredivo  lanjutkan bisa ada pilihan tenor dari mulai tenor  bln  bln  bln  hingga  bln dan limit nya juga cukup lumayan bravo KREDIVO 
"Alhamdulillah kredivo sangat membantu banget,walaupun engga ada uang kes,tapi kredivo bisa blanja online dengan pembayaran kridit,trima kasih kredivo aplikasi nya sangat bermanfaat...",Alhamdulillah kredivo sangat membantu banget walaupun engga ada uang kes tapi kredivo bisa blanja online dengan pembayaran kridit trima kasih kredivo aplikasi nya sangat bermanfaat
sudh bayar kok ngak bisa digunakan lagi,sudh bayar kok ngak bisa digunakan lagi
jatuh tempo 3 hari lagi tlp dah rame sangat menggangu,jatuh tempo hari lagi tlp dah rame sangat menggangu
"Alhamdulillah,limit kredit belanjanya ditambah,tapi limit pinjamnya juga bertambah,,kredivo memang paling mantap dan paling rendah bunganya.",Alhamdulillah limit kredit belanjanya ditambah tapi limit pinjamnya juga bertambah  kredivo memang paling mantap dan paling rendah bunganya
"Sudah berbulan bulan. G bisa upgrade akun dari starter. Limit tetap 300rb. Hitungan mundur untuk upgrade tetap di 89 hari 23 jam 59 menit. TIDAK BERUBAH semenit pun. Tanya CS tidak ada jawaban pasti kenapa penyebabnya. Re : Sudah saya ajukan, tp hitung mundurnya TIDAK BERUBAH. Tetap 89 hari,23 jam,59 menit. Lalu..kalau nda bisa 00 hari, 00 jam, 00 menit, gimana bisa upgrade?",Sudah berbulan bulan bisa upgrade akun dari starter  Limit tetap  rb  Hitungan mundur untuk upgrade tetap di hari jam menit  TIDAK BERUBAH semenit pun  Tanya CS tidak ada jawaban pasti kenapa penyebabnya  Re Sudah saya ajukan  tp hitung mundurnya TIDAK BERUBAH  Tetap hari jam menit  Lalu  kalau nda bisa hari jam menit  gimana bisa upgrade
"Sangat disayangkan saya yang selalu tertib dalam membayar namun DI BLOKIR PERMANEN sama KREDIVO dg alasan yg tidak masuk akal,cicilan masih bulan depan sma 2bulan depan sudah saya bayar tapi malah di BLOK, TIDAK DI REKOMENDASI SAMA SEKALI.",Sangat disayangkan saya yang selalu tertib dalam membayar namun DI BLOKIR PERMANEN sama KREDIVO dg alasan yg tidak masuk akal cicilan masih bulan depan sma  bulan depan sudah saya bayar tapi malah di BLOK  TIDAK DI REKOMENDASI SAMA SEKALI
"pignnya kasih bintang 5,tapi krn msh sering ada kendala dri aplikasinya jadi kasih bintang 4 dulu. transaksi sering tidak bisa dilakukan dengan alasan keamanan akunt. terus nominalnya dibagi-bagi, jadi bingung. semoga kedepannya kredivo semakin baik. dan semoga limit bisa segera naik dan bisa segera melakukan pinjaman. karena saat ini belum bisa melakukan pinjaman .",pignnya kasih bintang tapi krn msh sering ada kendala dri aplikasinya jadi kasih bintang dulu  transaksi sering tidak bisa dilakukan dengan alasan keamanan akunt  terus nominalnya dibagi bagi  jadi bingung  semoga kedepannya kredivo semakin baik  dan semoga limit bisa segera naik dan bisa segera melakukan pinjaman  karena saat ini belum bisa melakukan pinjaman
"Saya turunin lagi bintang ya karna .. kenapa saya sudah bayar tepat waktu dan melunasi semua tagihan saya tapi kenapa mau pake lagi ga bisa,,",Saya turunin lagi bintang ya karna kenapa saya sudah bayar tepat waktu dan melunasi semua tagihan saya tapi kenapa mau pake lagi ga bisa
"sangat membatu tapi sayang limit gak naik""",sangat membatu tapi sayang limit gak naik
💯💯💯💯👍🏼👍🏼👍🏼,
sangat baik,sangat baik
"Lumayan membantu , tapi blm bisa upgrade ke akun basic jdinya sangat di sayangkan , kalo udah bisa upgrade nanti saya revisi lagi bintangnya",Lumayan membantu tapi blm bisa upgrade ke akun basic jdinya sangat di sayangkan kalo udah bisa upgrade nanti saya revisi lagi bintangnya
"Aplikasi yg aku cari selama ini. Sangat membantu buat yg suka kreditan, bunga rendah, tenor panjang, limit tinggi. Aplikasi the best, semoga tetap jd yg terbaik 👍",Aplikasi yg aku cari selama ini  Sangat membantu buat yg suka kreditan  bunga rendah  tenor panjang  limit tinggi  Aplikasi the best  semoga tetap jd yg terbaik 
Kenapa aplikasi kredivo keluar sendiri mau masuk lupa kata Sandi .. terus ganti PIN dikasik link melalui wa gk bisa masuk juga ? Gimana caranya mau bayar angsuranNya kalau gk bisa masuk,Kenapa aplikasi kredivo keluar sendiri mau masuk lupa kata Sandi terus ganti PIN dikasik link melalui wa gk bisa masuk juga Gimana caranya mau bayar angsuranNya kalau gk bisa masuk
